name,closed,review,rating,categories,phone,distance,latitude,longitude,address,station_name
Gerstein Science Information Centre,False,9,4.5,Libraries,+14169782280,999.772971635291,43.66221,-79.39407,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Robert St / Bloor St W - SMART
Freshii,False,10,2.0,Salad,+16477936309,125.42967860430825,43.66637,-79.40636,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Robert St / Bloor St W - SMART
Sunny Cafe,False,3,5.0,Vegetarian,,183.57104670474897,43.6669399,-79.40321,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Robert St / Bloor St W - SMART
Toronto Zine Library,False,1,4.0,Libraries,,200.39519526167655,43.6652822,-79.4073643,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Robert St / Bloor St W - SMART
Thomas Fisher Rare Book Library,False,4,4.0,Libraries,+14169785285,522.3695074767794,43.66409,-79.39892,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Robert St / Bloor St W - SMART
Toronto Public Library - Palmerston Branch,False,5,4.0,Libraries,+14163937680,739.8176446950549,43.66509,-79.41415,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Robert St / Bloor St W - SMART
Toronto Public Library,False,14,3.0,Libraries,+14163937746,1028.4613873941762,43.65792,-79.39834,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Robert St / Bloor St W - SMART
Robarts Library,False,26,3.0,Libraries,+14169788450,476.5221776123892,43.66453,-79.39913,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Robert St / Bloor St W - SMART
Spadina Road Library,False,2,2.0,Libraries,+14163937666,208.26539447602062,43.66767,-79.40463,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Robert St / Bloor St W - SMART
John W. Graham Library,False,2,5.0,Libraries,+14169785851,689.2849909990529,43.66501,-79.3966,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Robert St / Bloor St W - SMART
OISE Library,False,2,3.5,Libraries,+14169781850,577.2637471992057,43.6680150988103,-79.3984776493066,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Robert St / Bloor St W - SMART
Freshii,False,3,4.0,Salad,+16477944545,1063.3128230450768,43.6712,-79.39436,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Robert St / Bloor St W - SMART
Laidlaw Library,False,2,3.5,Libraries,+14169788083,789.6155112492395,43.6631839333491,-79.3958973884583,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Robert St / Bloor St W - SMART
University of Toronto Mathematical Science Library,False,2,3.5,Libraries,+14169788624,928.721859472124,43.6597099,-79.39711,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Robert St / Bloor St W - SMART
University of Toronto Engineering and Computer Science Library,False,2,3.0,Libraries,+14169786494,1043.7511407075986,43.66002,-79.39467,"10 King's College Road, Room 2402, Toronto, ON M5S 3G8, Canada",Robert St / Bloor St W - SMART
Toronto Public Library - Toronto,False,9,4.0,Libraries,+14163937703,351.67548406701087,43.67008,-79.29845,"2032 Queen St E, Toronto, ON M4L 1J4, Canada",Queen St E / Hammersmith Ave
Freshii,False,14,2.5,Salad,+16478123601,331.44074486309034,43.67068,-79.29841,"2032 Queen St E, Toronto, ON M4L 1J4, Canada",Queen St E / Hammersmith Ave
Udupi Palace,False,208,3.5,Indian,+14164058189,974.5507535134235,43.67204466074639,-79.32241952883663,"1432 Gerrard Street East, Toronto, ON M4L 1Z6, Canada",Queen St. E / Eastern Ave
Bombay Chowpatty,False,59,3.0,Indian,+14164058080,1105.7000760065798,43.6719822552022,-79.3243740554445,"1432 Gerrard Street East, Toronto, ON M4L 1Z6, Canada",Queen St. E / Eastern Ave
Gerrard/Ashdale Library,False,4,3.5,Libraries,+14163937717,966.15936053107,43.6724815,-79.3220825,"1432 Gerrard Street East, Toronto, ON M4L 1Z6, Canada",Queen St. E / Eastern Ave
Toronto Public Library - Toronto,False,9,4.0,Libraries,+14163937703,773.7008884205218,43.67008,-79.29845,"2032 Queen St E, Toronto, ON M4L 1J4, Canada",Hubbard Blvd / Balsam Av
Freshii,False,14,2.5,Salad,+16478123601,775.8121813610188,43.67068,-79.29841,"2032 Queen St E, Toronto, ON M4L 1J4, Canada",Hubbard Blvd / Balsam Av
Toronto Public Library - Toronto,False,9,4.0,Libraries,+14163937703,813.8364389199581,43.67008,-79.29845,"2032 Queen St E, Toronto, ON M4L 1J4, Canada",Queen St. E / Spruce Hill Rd.
Freshii,False,14,2.5,Salad,+16478123601,794.9563080827845,43.67068,-79.29841,"2032 Queen St E, Toronto, ON M4L 1J4, Canada",Queen St. E / Spruce Hill Rd.
Crave Healthy Habits,False,17,4.0,Salad,+14168554441,1274.4655333381347,43.6471768,-79.3815764,"208 Queens Quay W, Toronto, ON M5J 2Y5, Canada",Lower Spadina Ave / Lake Shore Blvd W
Annalakshmi,False,25,3.0,Vegetarian,+14167923672,681.939771933612,43.64454,-79.39136,"208 Queens Quay W, Toronto, ON M5J 2Y5, Canada",Lower Spadina Ave / Lake Shore Blvd W
Fort York Library,False,19,3.5,Libraries,+14163936240,658.7026902637302,43.639006706232,-79.4000751059053,"208 Queens Quay W, Toronto, ON M5J 2Y5, Canada",Lower Spadina Ave / Lake Shore Blvd W
Kupfert & Kim,False,6,4.5,Vegetarian,+14162607777,1168.7104561724448,43.6475179450612,-79.3844664886699,"208 Queens Quay W, Toronto, ON M5J 2Y5, Canada",Lower Spadina Ave / Lake Shore Blvd W
Freshii,False,3,2.5,Vegetarian,+16473457848,871.100365490981,43.6449907389034,-79.385864585638,"208 Queens Quay W, Toronto, ON M5J 2Y5, Canada",Lower Spadina Ave / Lake Shore Blvd W
Freshii,False,10,2.5,Vegetarian,+16473493891,1106.6116347090579,43.6443727930146,-79.403019323945,"208 Queens Quay W, Toronto, ON M5J 2Y5, Canada",Lower Spadina Ave / Lake Shore Blvd W
Toronto Public Library,False,4,2.5,Libraries,+14163937655,902.7056703573899,43.64997,-79.36843,"208 Queens Quay W, Toronto, ON M5J 2Y5, Canada",Lower Spadina Ave / Lake Shore Blvd W
Crave Healthy Habits,False,15,3.0,Vegetarian,+14162382628,1176.3382217112976,43.6474075,-79.3840397,"208 Queens Quay W, Toronto, ON M5J 2Y5, Canada",Lower Spadina Ave / Lake Shore Blvd W
Freshii,False,4,3.0,Salad,+16474848030,1312.9808120583627,43.64668082262452,-79.38015770163949,"208 Queens Quay W, Toronto, ON M5J 2Y5, Canada",Lower Spadina Ave / Lake Shore Blvd W
Freshii,False,1,3.0,Salad,+16473511010,853.3118519937328,43.64286,-79.38336,"208 Queens Quay W, Toronto, ON M5J 2Y5, Canada",Lower Spadina Ave / Lake Shore Blvd W
Freshii,False,4,2.0,Salad,+14373171400,855.3647773291473,43.63998,-79.38149,"208 Queens Quay W, Toronto, ON M5J 2Y5, Canada",Lower Spadina Ave / Lake Shore Blvd W
The Social Gardener,False,5,3.5,Vegan,+14164656021,1281.2064934946204,43.6716439,-79.3253848,"1326 Gerrard Street  E, Toronto, ON M4L 1Z1, Canada",Lower Coxwell Ave /  Lake Shore Blvd E
Toronto Public Library - Riverdale,False,4,4.0,Libraries,+14163937720,887.1616043395263,43.66581,-79.35314,"495 Sherbourne St, Toronto, ON M4X 1L1, Canada",Amelia St / Sumach St
Toronto Public Library - Parliament Street Branch,False,6,2.0,Libraries,+14163937663,828.1159408978059,43.66183,-79.36791,"495 Sherbourne St, Toronto, ON M4X 1L1, Canada",Amelia St / Sumach St
Toronto Public Library - St. James Town Branch,False,3,4.0,Libraries,+14163937744,886.8911784059615,43.66789,-79.37469,"495 Sherbourne St, Toronto, ON M4X 1L1, Canada",Amelia St / Sumach St
Saigon Lotus,False,221,4.5,Vietnamese,+14169011115,277.5759014536752,43.65449,-79.39928,"310 Richmond St W, Toronto, ON M5V 1X2, Canada",Augusta Ave / Dundas St W
Buddha's Vegan,False,148,4.5,Vegetarian,+14166033811,166.43495373402246,43.65203,-79.40337,"310 Richmond St W, Toronto, ON M5V 1X2, Canada",Augusta Ave / Dundas St W
King's Café,False,143,4.0,Vegetarian,+14165911340,200.11617160195752,43.65421,-79.4021099,"310 Richmond St W, Toronto, ON M5V 1X2, Canada",Augusta Ave / Dundas St W
Greens Vegetarian Restaurant,False,121,4.0,Vegan,+14166033337,102.88649211977646,43.65206,-79.40267,"310 Richmond St W, Toronto, ON M5V 1X2, Canada",Augusta Ave / Dundas St W
Hungary-Thai,False,116,3.0,Thai,+14165956405,211.63552994450828,43.65429,-79.40215,"310 Richmond St W, Toronto, ON M5V 1X2, Canada",Augusta Ave / Dundas St W
Three Monks and a Duck,False,83,4.0,Vegetarian,+14169019588,938.1374054380187,43.64605,-79.40897,"310 Richmond St W, Toronto, ON M5V 1X2, Canada",Augusta Ave / Dundas St W
Kupfert & Kim,False,157,4.0,Gluten-Free,+14165042206,673.9500897031197,43.64774,-79.3961999,"310 Richmond St W, Toronto, ON M5V 1X2, Canada",Augusta Ave / Dundas St W
Freshii,False,56,2.5,Salad,+14162038456,673.9500897031197,43.64774,-79.3962,"310 Richmond St W, Toronto, ON M5V 1X2, Canada",Augusta Ave / Dundas St W
Annalakshmi,False,25,3.0,Vegetarian,+14167923672,1196.7931002471578,43.64454,-79.39136,"310 Richmond St W, Toronto, ON M5V 1X2, Canada",Augusta Ave / Dundas St W
Toronto Public Library,False,14,3.0,Libraries,+14163937746,661.4868676791403,43.65792,-79.39834,"310 Richmond St W, Toronto, ON M5V 1X2, Canada",Augusta Ave / Dundas St W
Sanderson Library,False,4,3.0,Libraries,+14163937653,319.6317230743744,43.6519,-79.40552,"310 Richmond St W, Toronto, ON M5V 1X2, Canada",Augusta Ave / Dundas St W
Freshii,False,10,2.5,Vegetarian,+16473493891,909.4414542291012,43.6443727930146,-79.403019323945,"310 Richmond St W, Toronto, ON M5V 1X2, Canada",Augusta Ave / Dundas St W
University of Toronto Mathematical Science Library,False,2,3.5,Libraries,+14169788624,855.2469100122353,43.6597099,-79.39711,"310 Richmond St W, Toronto, ON M5V 1X2, Canada",Augusta Ave / Dundas St W
University of Toronto Engineering and Computer Science Library,False,2,3.0,Libraries,+14169786494,993.0975118643864,43.66002,-79.39467,"310 Richmond St W, Toronto, ON M5V 1X2, Canada",Augusta Ave / Dundas St W
Freshii,False,1,3.0,Salad,+16474171714,842.4327139592835,43.6491,-79.39188,"310 Richmond St W, Toronto, ON M5V 1X2, Canada",Augusta Ave / Dundas St W
Three Monks and a Duck,False,83,4.0,Vegetarian,+14169019588,881.0661501058199,43.64605,-79.40897,"1171 Dundas Street W, Toronto, ON M6J 1X3, Canada",Queen St W / Ossington Ave
Gia,False,21,4.0,Vegetarian,+14165358888,678.7050550893048,43.6494933838893,-79.42318055703706,"1171 Dundas Street W, Toronto, ON M6J 1X3, Canada",Queen St W / Ossington Ave
E L Ruddy Co Cafe,False,48,4.0,Vegetarian,+16473510423,896.7752703589568,43.649445,-79.427766,"1171 Dundas Street W, Toronto, ON M6J 1X3, Canada",Queen St W / Ossington Ave
Freshii,False,11,3.5,Salad,+14165160100,441.5357703475214,43.640015,-79.419981,"1171 Dundas Street W, Toronto, ON M6J 1X3, Canada",Queen St W / Ossington Ave
Sorry I’ve Got Plants,False,2,4.5,Vegetarian,,605.0747000278602,43.64916,-79.42168,"1171 Dundas Street W, Toronto, ON M6J 1X3, Canada",Queen St W / Ossington Ave
Freshii,False,6,2.0,Salad,+16474848550,350.5820838561284,43.6512261292511,-79.3645856156945,"351 King St E, Toronto, ON M5A 1L1, Canada",Trinity St /Front St E
PLANTA Toronto,False,173,4.0,Tapas/Small Plates,+16478121210,774.3709666423025,43.65082,-79.3878,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Kupfert & Kim,False,130,4.0,Vegetarian,+14165041233,838.1298570802604,43.6485583,-79.3817111,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Punjabi Chaap Corner,False,5,4.0,Vegetarian,+14165983787,244.03541355087475,43.65756405198712,-79.38373638423317,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Freshii,False,7,4.0,Salad,+14169773197,379.0171907045668,43.65958,-79.38102,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Copper Branch,False,39,3.5,Vegan,+14167922982,899.4150142178133,43.64823,-79.37952,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Gerstein Science Information Centre,False,9,4.5,Libraries,+14169782280,1188.0658741500954,43.66221,-79.39407,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Ryerson University Student Learning Centre,False,4,3.5,Libraries,+14169795000,171.52760287308308,43.65767,-79.3811,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Crave Healthy Habits,False,17,4.0,Salad,+14168554441,991.5741678419322,43.6471768,-79.3815764,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Freshii,False,25,2.5,Vegetarian,+14165984441,260.53275908386945,43.65367,-79.38007,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Freshii,False,41,3.0,Vegetarian,+16474977590,588.1690044180457,43.66099,-79.38385,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Kupfert & Kim,False,6,4.5,Vegetarian,+14162607777,983.3391526277057,43.6475179450612,-79.3844664886699,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Vegholic,False,1,3.0,Vegetarian,+14163400015,298.6039645262841,43.6587182,-79.382272,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
City Hall Public Library,False,6,3.5,Libraries,+14163937650,358.9346208977944,43.65334661098505,-79.38382620000098,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Vege Delight,False,1,4.0,Vegetarian,+16473490803,404.4356027456163,43.655013,-79.3863578,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Crave Healthy Habits,False,25,4.0,Gluten-Free,+14168553322,702.4935735575947,43.64999,-79.383189,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Freshii,False,13,3.0,Vegetarian,+16477481800,538.1078652735066,43.65625,-79.38818,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Freshii,False,25,2.0,Vegetarian,+16473445017,859.3810955357304,43.65009911988288,-79.37474237242134,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Freshii,False,11,3.0,Salad,+16476925173,928.9356590753927,43.6482242201003,-79.3853582879312,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Freshii,False,6,3.5,Salad,+16474848548,1060.5978688264709,43.66464,-79.3876,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
Freshii,False,6,2.5,Vegetarian,+14167928418,513.9839630898986,43.6515826514359,-79.3828758178581,"65 Queen St W, Toronto, ON M5H 2M5, Canada",Dundas St W / Yonge St
The Grapefruit Moon,False,143,3.5,Breakfast & Brunch,+14165349056,650.8226851927766,43.66967,-79.41318,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Kendal Ave / Spadina Rd
Govinda's,False,43,4.0,Vegetarian,+18882181040,964.1974784482526,43.67684518603757,-79.3972886196434,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Kendal Ave / Spadina Rd
Annapurna Vegetarian Restaurant,False,41,4.0,Vegetarian,+14165378513,758.586077749597,43.67279,-79.41396,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Kendal Ave / Spadina Rd
Ghazale Restaurant,False,98,3.5,Salad,+14165374417,723.2793118706909,43.665184389858,-79.4107031822205,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Kendal Ave / Spadina Rd
Fennel Eatery,False,11,4.0,Vegan,+14169228125,403.84673260087123,43.6669399,-79.40321,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Kendal Ave / Spadina Rd
Gerstein Science Information Centre,False,9,4.5,Libraries,+14169782280,1299.299603656699,43.66221,-79.39407,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Kendal Ave / Spadina Rd
Toronto Public Library - Palmerston Branch,False,5,4.0,Libraries,+14163937680,924.4405900727479,43.66509,-79.41415,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Kendal Ave / Spadina Rd
Freshii,False,10,2.0,Salad,+16477936309,458.2498928179194,43.66637,-79.40636,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Kendal Ave / Spadina Rd
Sunny Cafe,False,3,5.0,Vegetarian,,403.84673260087123,43.6669399,-79.40321,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Kendal Ave / Spadina Rd
Thomas Fisher Rare Book Library,False,4,4.0,Libraries,+14169785285,854.7418747530904,43.66409,-79.39892,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Kendal Ave / Spadina Rd
Robarts Library,False,26,3.0,Libraries,+14169788450,803.2547310156973,43.66453,-79.39913,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Kendal Ave / Spadina Rd
John W. Graham Library,False,2,5.0,Libraries,+14169785851,931.982287033885,43.66501,-79.3966,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Kendal Ave / Spadina Rd
OISE Library,False,2,3.5,Libraries,+14169781850,596.8805716675553,43.6680150988103,-79.3984776493066,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Kendal Ave / Spadina Rd
Freshii,False,3,4.0,Salad,+16477944545,870.0682967829796,43.6712,-79.39436,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Kendal Ave / Spadina Rd
Spadina Road Library,False,2,2.0,Libraries,+14163937666,293.8876355048212,43.66767,-79.40463,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Kendal Ave / Spadina Rd
Toronto Zine Library,False,1,4.0,Libraries,,586.846050315036,43.6652822,-79.4073643,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Kendal Ave / Spadina Rd
Laidlaw Library,False,2,3.5,Libraries,+14169788083,1089.4390172376645,43.6631839333491,-79.3958973884583,"15 King's College Cir, 2nd Fl, N Wing, Toronto, ON M5S 3H7, Canada",Kendal Ave / Spadina Rd
Annapurna Vegetarian Restaurant,False,41,4.0,Vegetarian,+14165378513,463.4558802918054,43.67279,-79.41396,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Davenport Rd / Bathurst St
The Grapefruit Moon,False,143,3.5,Breakfast & Brunch,+14165349056,810.7390884143425,43.66967,-79.41318,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Davenport Rd / Bathurst St
Toronto Public Library - Toronto,False,7,3.5,Libraries,+14163937683,630.497314071722,43.68208,-79.41754,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Davenport Rd / Bathurst St
Kababana,False,4,4.0,Falafel,,736.049705609782,43.68254,-79.42024,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Davenport Rd / Bathurst St
Toronto Public Library,False,3,2.5,Libraries,+14163937732,1018.428163447999,43.67457,-79.42838,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Davenport Rd / Bathurst St
Spadina Road Library,False,2,2.0,Libraries,+14163937666,1357.392065906612,43.66767,-79.40463,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Davenport Rd / Bathurst St
Toronto Public Library,False,8,3.5,Libraries,+14163937686,278.75357969309687,43.64114,-79.43261,"1371 Dundas Street W, Toronto, ON M6J 1Y3, Canada",Queen St W / Close Ave
E L Ruddy Co Cafe,False,48,4.0,Vegetarian,+16473510423,1175.6082085392538,43.649445,-79.427766,"1371 Dundas Street W, Toronto, ON M6J 1Y3, Canada",Queen St W / Close Ave
Freshii,False,11,3.5,Salad,+14165160100,298.9302008575993,43.640015,-79.419981,"210 Princes' Boulevard, Food Building, Toronto, ON M6K 3C3, Canada",King St W / Joe Shuster Way
Toronto Public Library,False,8,3.5,Libraries,+14163937686,741.8232092008726,43.64114,-79.43261,"210 Princes' Boulevard, Food Building, Toronto, ON M6K 3C3, Canada",King St W / Joe Shuster Way
Wild Child's Kitchen,False,3,2.5,Vegetarian,+16472715000,718.2343470455555,43.63237,-79.42152,"210 Princes' Boulevard, Food Building, Toronto, ON M6K 3C3, Canada",King St W / Joe Shuster Way
The Grapefruit Moon,False,143,3.5,Breakfast & Brunch,+14165349056,612.9935617463065,43.66967,-79.41318,"1246 Shaw Street, Toronto, ON M6G 3N9, Canada",Yarmouth Rd / Christie St
Annapurna Vegetarian Restaurant,False,41,4.0,Vegetarian,+14165378513,633.8289286433039,43.67279,-79.41396,"1246 Shaw Street, Toronto, ON M6G 3N9, Canada",Yarmouth Rd / Christie St
Ghazale Restaurant,False,98,3.5,Salad,+14165374417,975.0055864024304,43.665184389858,-79.4107031822205,"1246 Shaw Street, Toronto, ON M6G 3N9, Canada",Yarmouth Rd / Christie St
Toronto Public Library - Palmerston Branch,False,5,4.0,Libraries,+14163937680,765.2821790838392,43.66509,-79.41415,"1246 Shaw Street, Toronto, ON M6G 3N9, Canada",Yarmouth Rd / Christie St
Toronto Public Library,False,3,2.5,Libraries,+14163937732,793.83112097284,43.67457,-79.42838,"1246 Shaw Street, Toronto, ON M6G 3N9, Canada",Yarmouth Rd / Christie St
The Grapefruit Moon,False,143,3.5,Breakfast & Brunch,+14165349056,317.5496309254144,43.66967,-79.41318,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Palmerston Ave / Vermont Ave
Annapurna Vegetarian Restaurant,False,41,4.0,Vegetarian,+14165378513,249.95947518395323,43.67279,-79.41396,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Palmerston Ave / Vermont Ave
Ghazale Restaurant,False,98,3.5,Salad,+14165374417,827.7299863686593,43.665184389858,-79.4107031822205,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Palmerston Ave / Vermont Ave
Toronto Public Library - Palmerston Branch,False,5,4.0,Libraries,+14163937680,721.3299853185365,43.66509,-79.41415,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Palmerston Ave / Vermont Ave
Freshii,False,10,2.0,Salad,+16477936309,981.1130494185829,43.66637,-79.40636,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Palmerston Ave / Vermont Ave
Toronto Zine Library,False,1,4.0,Libraries,,993.9837327152045,43.6652822,-79.4073643,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Palmerston Ave / Vermont Ave
Toronto Public Library,False,3,2.5,Libraries,+14163937732,1030.6672470073354,43.67457,-79.42838,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Palmerston Ave / Vermont Ave
Spadina Road Library,False,2,2.0,Libraries,+14163937666,1028.933678166841,43.66767,-79.40463,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Palmerston Ave / Vermont Ave
Annapurna Vegetarian Restaurant,False,41,4.0,Vegetarian,+14165378513,1195.2079911537437,43.67279,-79.41396,"1246 Shaw Street, Toronto, ON M6G 3N9, Canada",Christie St / Benson Ave (Wychwood Barns)
Toronto Public Library - Toronto,False,7,3.5,Libraries,+14163937683,636.7871263182092,43.68208,-79.41754,"1246 Shaw Street, Toronto, ON M6G 3N9, Canada",Christie St / Benson Ave (Wychwood Barns)
Kababana,False,4,4.0,Falafel,,471.8183058407746,43.68254,-79.42024,"1246 Shaw Street, Toronto, ON M6G 3N9, Canada",Christie St / Benson Ave (Wychwood Barns)
Toronto Public Library,False,3,2.5,Libraries,+14163937732,665.4179037674056,43.67457,-79.42838,"1246 Shaw Street, Toronto, ON M6G 3N9, Canada",Christie St / Benson Ave (Wychwood Barns)
Freshii,False,11,3.5,Salad,+14165160100,430.9331762654541,43.640015,-79.419981,"210 Princes' Boulevard, Food Building, Toronto, ON M6K 3C3, Canada",King St W / Fraser Ave
Toronto Public Library,False,8,3.5,Libraries,+14163937686,613.7869818269503,43.64114,-79.43261,"210 Princes' Boulevard, Food Building, Toronto, ON M6K 3C3, Canada",King St W / Fraser Ave
Wild Child's Kitchen,False,3,2.5,Vegetarian,+16472715000,745.3701816047692,43.63237,-79.42152,"210 Princes' Boulevard, Food Building, Toronto, ON M6K 3C3, Canada",King St W / Fraser Ave
The Grapefruit Moon,False,143,3.5,Breakfast & Brunch,+14165349056,844.875995634797,43.66967,-79.41318,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Macpherson Ave / Spadina Rd
Govinda's,False,43,4.0,Vegetarian,+18882181040,788.1650932929288,43.67684518603757,-79.3972886196434,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Macpherson Ave / Spadina Rd
Annapurna Vegetarian Restaurant,False,41,4.0,Vegetarian,+14165378513,653.1153224492224,43.67279,-79.41396,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Macpherson Ave / Spadina Rd
Fennel Eatery,False,11,4.0,Vegan,+14169228125,1026.6085513386115,43.6669399,-79.40321,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Macpherson Ave / Spadina Rd
Toronto Public Library - Toronto,False,7,3.5,Libraries,+14163937683,1119.901380450904,43.68208,-79.41754,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Macpherson Ave / Spadina Rd
OISE Library,False,2,3.5,Libraries,+14169781850,1102.3700474059349,43.6680150988103,-79.3984776493066,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Macpherson Ave / Spadina Rd
Sunny Cafe,False,3,5.0,Vegetarian,,1026.6085513386115,43.6669399,-79.40321,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Macpherson Ave / Spadina Rd
Spadina Road Library,False,2,2.0,Libraries,+14163937666,918.6278129943945,43.66767,-79.40463,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Macpherson Ave / Spadina Rd
Annapurna Vegetarian Restaurant,False,41,4.0,Vegetarian,+14165378513,426.72004980869133,43.67279,-79.41396,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Bridgman Ave / Kendal Ave
The Grapefruit Moon,False,143,3.5,Breakfast & Brunch,+14165349056,694.9191271853151,43.66967,-79.41318,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Bridgman Ave / Kendal Ave
Fennel Eatery,False,11,4.0,Vegan,+14169228125,1109.3019916638962,43.6669399,-79.40321,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Bridgman Ave / Kendal Ave
Toronto Public Library - Toronto,False,7,3.5,Libraries,+14163937683,951.4568280187653,43.68208,-79.41754,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Bridgman Ave / Kendal Ave
OISE Library,False,2,3.5,Libraries,+14169781850,1266.4311274417007,43.6680150988103,-79.3984776493066,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Bridgman Ave / Kendal Ave
Sunny Cafe,False,3,5.0,Vegetarian,,1109.3019916638962,43.6669399,-79.40321,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Bridgman Ave / Kendal Ave
Kababana,False,4,4.0,Falafel,,1120.45364622407,43.68254,-79.42024,"10 Spadina Road, Toronto, ON M5R 2S7, Canada",Bridgman Ave / Kendal Ave
